StateAbr	LibID	LibName	Address	City	Zip	Zip4	County	Phone	WebAddr	RelCode	LegBasis	PopLSA	CentralLib	BranchLib	BookMob	Master	Librarians	OtherPaid	TotStaff	LocGvt	StGvt	FedGvt	OtherInc	TotInc	PrintExp	ElecExp	OthMaterial	TotCollExp	TotalExp	BookVol	Ebook	Audio	Video	HrsOpen	Visits	RefTran	RegBor	TotCirc	KidCirc	TotProg	KidProg	TotAtten	KidAtten	GPTerms	PITUsr	Long	Lat	CountyPop	LocaleCode	CongDist
IL	IL0405	ORLAND PARK PUBLIC LIBRARY                                  	14921 SOUTH RAVINIA AVENUE         	ORLAND PARK         	60462	3193	COOK                	7084285100	www.orlandparklibrary.org                                                       	CI	OTH	56876	1	0	0	12.6	14.35	24.95	39.3	3545327	85018	0	293118	3923463	327529	94740	66201	488470	3273868	164587	3457	11583	8764	3744	465055	80935	38950	602917	313442	870	526	17035	12346	37	37052	-87.857	41.61772	5294664	21	13
IL	IL0406	OSWEGO PUBLIC LIBRARY DISTRICT                              	32 WEST JEFFERSON STREET           	OSWEGO              	60543	9078	KENDALL             	6305543150	www.oswego.lib.il.us                                                            	LD	OTH	45323	1	0	0	7.45	7.7	13.36	21.06	2596544	115527	1000	164890	2877961	229823	76240	76484	382547	1881070	149540	0	11810	5808	3612	256108	31274	34938	608661	310459	720	633	22246	20075	13	26043	-88.350384	41.68471	103460	21	14
IL	IL0407	REDDICK PUBLIC LIBRARY DISTRICT                             	1010 CANAL STREET                  	OTTAWA              	61350	4937	LA SALLE            	8154340509	www.reddicklibrary.org                                                          	LD	CI1	28800	1	0	0	1	5.88	4.41	10.29	514064	78554	44900	101502	739020	73520	16724	15142	105386	827652	74971	0	2834	3961	3392	165880	5453	7251	187998	84355	432	307	8103	6775	16	26063	-88.845866	41.35012	112474	32	11
IL	IL0408	PALATINE PUBLIC LIBRARY DISTRICT                            	700 NORTH NORTH COURT              	PALATINE            	60067	8158	COOK                	8473585881	www.palatinelibrary.org                                                         	LD	OTH	89950	1	2	1	10	10	62.28	72.28	4855408	183204	0	505799	5544411	495983	134383	144430	774796	4834950	334957	3046	21960	29664	9594	629779	118199	62070	1662015	554835	623	350	25644	20282	70	91412	-88.036796	42.12178	5294664	21	8
IL	IL0409	PALESTINE PUBLIC LIBRARY DISTRICT                           	116 SOUTH MAIN STREET              	PALESTINE           	62451	1244	CRAWFORD            	6185865317	www.palestinelibrary.org                                                        	LD	OTH	2446	1	0	0	0	0.75	0.75	1.5	38664	6141	8371	598643	651819	9665	107	344	10116	77967	19298	0	604	692	1777	23339	3198	1661	25210	7184	105	34	3293	2173	6	5148	-87.612774	39.00258	19555	42	15
IL	IL0410	PALOS HEIGHTS PUBLIC LIBRARY                                	12501 SOUTH 71ST AVENUE            	PALOS HEIGHTS       	60463	1595	COOK                	7084481473	www.palosheightslibrary.org                                                     	CI	CI1	12960	1	0	0	1.88	6.81	5.08	11.89	1710992	23694	0	157650	1892336	100665	32809	26996	160470	950768	83422	0	4408	4668	3392	164945	12242	7554	159714	62906	404	297	10229	6674	13	16462	-87.794189	41.66433	5294664	21	1
IL	IL0411	PALOS PARK PUBLIC LIBRARY                                   	12330 SOUTH FOREST GLEN BOULEVARD  	PALOS PARK          	60464	1707	COOK                	7084481530	www.palosparklibrary.org                                                        	CI	OTH	4689	1	0	0	1	3.11	1.6	4.71	309785	11870	2021	58615	382291	50464	8246	6326	65036	394107	38256	0	800	1090	2900	32000	3796	2684	40342	16748	214	181	1565	1023	2	188	-87.837228	41.6658	5294664	21	13
IL	IL0412	CARNEGIE-SCHUYLER LIBRARY                                   	303 EAST SECOND STREET             	PANA                	62557	1440	CHRISTIAN           	2175622326	-3	CI	CI1	5716	1	0	0	0	2	1.68	3.68	137199	6796	0	19221	163216	14041	4323	2441	20805	166662	26253	0	684	2046	2080	28932	44148	3474	50687	16500	55	42	950	535	10	2500	-89.078737	39.38863	34501	32	17
IL	IL0413	PARIS CARNEGIE PUBLIC LIBRARY                               	207 SOUTH MAIN STREET              	PARIS               	61944	2252	EDGAR               	2174633950	www.parispubliclibrary.org                                                      	CI	CI1	9077	1	0	0	0	1.75	2.33	4.08	107482	30303	0	61234	199019	18449	1867	5547	25863	204426	31949	0	379	777	2788	50100	10463	4241	55431	15233	60	53	3084	2979	6	11553	-87.694928	39.61006	18692	32	15
IL	IL0414	PARK FOREST PUBLIC LIBRARY                                  	400 LAKEWOOD BOULEVARD             	PARK FOREST         	60466	1619	COOK                	7087483731	www.pfpl.org                                                                    	CI	OTH	23462	1	0	0	4.69	4.69	18.86	23.55	1421509	29327	4900	233018	1688754	151294	19294	33670	204258	1670509	137462	621	6747	6818	3224	151426	28537	13337	201851	56039	369	175	8764	5711	25	48421	-87.684333	41.48461	5294664	21	2
IL	IL0415	PARK RIDGE PUBLIC LIBRARY                                   	20 SOUTH PROSPECT AVENUE           	PARK RIDGE          	60068	4102	COOK                	8478253123	www.parkridgelibrary.org                                                        	CI	CI1	37775	1	0	0	17.8	17.8	38.61	56.41	4083815	127056	1600	263787	4476258	408696	141174	114482	664352	4442803	220267	2589	13377	13114	3640	465485	60008	25722	736485	316869	877	594	28589	20325	44	233400	-87.829555	42.01096	5294664	21	9
IL	IL0416	PATOKA PUBLIC LIBRARY                                       	210 WEST BOND STREET               	PATOKA              	62875	58	MARION              	6184325019	-3	CI	OTH	633	1	0	0	0	0.35	0	0.35	3914	766	0	880	5560	978	240	0	1218	5638	5101	0	115	203	676	1516	244	185	1897	334	3	3	230	230	2	52	-89.09789	38.7541	39505	42	19
IL	IL0417	PAW PAW PUBLIC LIBRARY DISTRICT                             	362 CHICAGO ROAD                   	PAW PAW             	61353	60	LEE                 	8156279396	-3	LD	OTH	853	1	0	0	1	1	0.38	1.38	15733	1376	0	16328	33437	2923	40	41	3004	35332	13143	0	448	559	1872	8706	1389	360	3680	955	32	8	252	66	3	5472	-88.980702	41.68859	35129	42	14
IL	IL0418	PAWNEE PUBLIC LIBRARY                                       	613 DOUGLAS STREET                 	PAWNEE              	62558	229	SANGAMON            	2176257716	www.pawneepubliclibrary.org                                                     	CI	OTH	2647	1	0	0	0	0.75	1.65	2.4	110983	5162	0	4709	120854	27507	2549	1256	31312	125038	32633	0	593	1623	2340	5000	258	1685	16542	6143	12	9	250	190	4	1969	-89.580435	39.59179	194925	31	19
IL	IL0419	PAXTON CARNEGIE LIBRARY                                     	254 SOUTH MARKET STREET            	PAXTON              	60957	1452	FORD                	2173793431	www.paxtonlibrary.com                                                           	CI	CI1	4525	1	0	0	0	1	1.65	2.65	107539	15543	0	6106	129188	16900	0	2615	19515	113544	26834	500	327	1052	2010	32181	520	3210	25987	10105	115	108	873	799	3	6240	-88.098138	40.45907	14050	32	15
IL	IL0420	PEARL CITY PUBLIC LIBRARY DISTRICT                          	221 SOUTH MAIN STREET              	PEARL CITY          	61062	158	STEPHENSON          	8154432832	pearlcitylibrary.20m.com                                                        	LD	OTH	2655	1	0	0	0.7	1.06	0	1.06	64623	3214	0	0	67837	8090	189	0	8279	40589	12999	0	0	383	1664	7931	487	503	4628	2170	9	7	225	196	5	3463	-89.826141	42.26449	46367	42	16
IL	IL0421	PECATONICA PUBLIC LIBRARY DISTRICT                          	400 WEST ELEVENTH STREET           	PECATONICA          	61063	9173	WINNEBAGO           	8152392616	www.pecatonica.lib.il.us.                                                       	LD	OTH	4265	1	0	0	0	0.8	2.28	3.08	131157	10548	0	26035	167740	14421	2053	362	16836	166794	21858	0	240	1189	2080	27100	2732	2585	46047	20872	37	18	694	392	5	2737	-89.365142	42.3048	300252	42	16
IL	IL0422	PEKIN PUBLIC LIBRARY                                        	301 SOUTH FOURTH STREET            	PEKIN               	61554	4284	TAZEWELL            	3093477111	www.pekinpubliclibrary.org                                                      	CI	CI1	33857	1	0	0	2.6	5.6	13.88	19.48	809844	160422	2044	112871	1085181	90703	10712	20723	122138	1013920	130329	0	5721	6008	3396	207030	23650	17315	274764	71427	323	216	12290	10078	18	40254	-89.648059	40.5668	131524	22	18
IL	IL0423	PEORIA PUBLIC LIBRARY                                       	107 NORTHEAST MONROE STREET        	PEORIA              	61602	1070	PEORIA              	3094972000	www.peoria.lib.il.us                                                            	CI	CI1	118135	1	5	1	15.38	15.38	70.23	85.61	5816005	570894	39785	217851	6644535	445707	58000	154415	658122	6246103	941768	0	40051	15859	16598	535721	67960	44993	778175	185729	375	296	5955	4881	60	95803	-89.592456	40.69494	183655	12	18
IL	IL0424	PEORIA HEIGHTS PUBLIC LIBRARY                               	816 EAST GLEN AVENUE               	PEORIA HEIGHTS      	61616	5206	PEORIA              	3096825578	www.peoriaheightslibrary.com                                                    	CI	OTH	6635	1	0	0	1	4	2.28	6.28	343996	55763	2652	21989	424400	18484	0	655	19139	336280	31967	0	851	923	2912	50200	199	3303	24747	4415	89	84	1430	1367	10	7382	-89.581161	40.74641	183655	22	18
IL	IL0425	PEOTONE PUBLIC LIBRARY DISTRICT                             	515 NORTH FIRST STREET             	PEOTONE             	60468	8975	WILL                	7082583436	www.peotone.lib.il.us                                                           	LD	OTH	15513	1	0	0	0	3.7	3.55	7.25	377688	28879	0	18658	425225	25224	9340	0	34564	339590	52615	0	1392	1990	2800	84943	6240	6514	54429	26920	120	60	4711	4111	12	12114	-87.792366	41.33786	681097	31	11
IL	IL0426	PERU PUBLIC LIBRARY                                         	1409 ELEVENTH STREET               	PERU                	61354	2376	LA SALLE            	8152230229	www.perulibrary.org                                                             	CI	CI1	9835	1	0	0	1	4.88	7.03	11.91	288124	11907	89	26454	326574	26416	556	21928	48900	260810	51235	0	2919	3030	2948	30000	7700	5775	96985	17026	95	47	4100	3345	7	10888	-89.125332	41.33405	112474	33	11
IL	IL0427	PETERSBURG PUBLIC LIBRARY                                   	220 SOUTH SIXTH STREET             	PETERSBURG          	62675	1553	MENARD              	2176322807	M                                                                               	CI	CI1	2299	1	0	0	0	0.95	0.93	1.88	73133	2783	0	11383	87299	13560	2007	3280	18847	82595	18111	0	452	688	1976	10507	3870	574	27769	8092	58	58	441	441	5	3650	-89.848369	40.01004	12464	32	18
IL	IL0428	PHILO PUBLIC LIBRARY DISTRICT                               	115 EAST WASHINGTON STREET         	PHILO               	61864	199	CHAMPAIGN           	2176842896	www.prairienet.org/ppld                                                         	LD	OTH	1768	1	0	0	0.5	1.53	0	1.53	65561	3152	0	3075	71788	6938	0	2875	9813	59083	15165	0	100	479	2184	20530	3570	871	16747	8645	94	70	1720	1400	3	2900	-88.157638	40.00697	193636	41	15
IL	IL0429	PINCKNEYVILLE PUBLIC LIBRARY                                	312 SOUTH WALNUT STREET            	PINCKNEYVILLE       	62274	1343	PERRY               	6183572410	www.pinckneyville.lib.il.us/                                                    	CI	CI1	5464	1	0	0	0	1.6	0.08	1.68	35291	0	0	3467	38758	4380	0	0	4380	49514	18144	0	253	467	1768	7289	2340	560	10140	1913	9	9	141	141	4	2105	-89.382947	38.07759	22484	33	12
IL	IL0430	PIPER CITY PUBLIC LIBRARY DISTRICT                          	39 WEST MAIN STREET                	PIPER CITY          	60959	248	FORD                	8156869234	-3	LD	OTH	1149	1	0	0	0	1.03	0.03	1.06	29026	1391	0	11247	41664	4957	0	94	5051	39761	8440	0	399	386	1352	4680	1022	526	8204	2012	8	6	159	129	2	464	-88.191035	40.75883	14050	42	15
IL	IL0431	PITTSFIELD PUBLIC LIBRARY                                   	205 NORTH MEMORIAL STREET          	PITTSFIELD          	62363	1406	PIKE                	2172852200	-3	CI	CI1	4614	1	0	0	0	2.13	0	2.13	141219	5500	0	18875	165594	19833	0	2067	21900	135832	27039	0	859	772	2132	21632	5928	1395	36686	15371	8	7	1300	1280	5	3216	-90.807596	39.60778	16519	33	18
IL	IL0432	PLAINFIELD PUBLIC LIBRARY DISTRICT                          	15025 SOUTH ILLINOIS STREET        	PLAINFIELD          	60544	2819	WILL                	8154366639	plainfield.lib.il.us                                                            	LD	OTH	66139	1	0	0	9.35	12.15	29.4	41.55	2635936	100450	0	485000	3221386	208065	96907	102586	407558	3124085	103062	5393	6567	4331	3344	509977	57142	25856	513197	286083	1634	1061	54150	49885	50	41419	-88.223336	41.62537	681097	41	13
IL	IL0434	PLANO COMMUNITY LIBRARY DISTRICT                            	15 WEST NORTH STREET               	PLANO               	60545	1444	KENDALL             	6305522009	www.plano.lib.il.us                                                             	LD	OTH	10995	1	0	0	1	5	6.96	11.96	828436	53409	179134	78997	1139976	69941	3933	18562	92436	741678	40374	0	2313	2873	2808	113911	11863	7963	143034	68450	345	239	6390	4788	51	45596	-88.537818	41.66337	103460	31	14
IL	IL0435	POLO PUBLIC LIBRARY DISTRICT                                	302 WEST MASON STREET              	POLO                	61064	1417	OGLE                	8159462713	www.polo.lib.il.us                                                              	LD	OTH	2941	1	0	0	0	2	1.9	3.9	103913	3561	0	110969	218443	9687	730	1175	11592	152661	18026	361	518	998	2392	24579	2740	1651	24579	9004	27	15	697	447	8	3387	-89.580385	41.98622	55167	32	16
IL	IL0436	PONTIAC PUBLIC LIBRARY                                      	211 EAST MADISON STREET            	PONTIAC             	61764	2088	LIVINGSTON          	8158447229	www.pontiacpubliclibrary.org                                                    	CI	CI1	11864	1	0	0	2	2	7.3	9.3	191635	38481	0	199935	430051	50191	0	4581	54772	384387	60269	0	2926	2577	3120	56243	5668	11686	87996	23020	187	176	2335	2235	3	7650	-88.627425	40.88035	37681	32	15
IL	IL0437	POPLAR CREEK PUBLIC LIBRARY DISTRICT                        	1405 SOUTH PARK AVENUE             	STREAMWOOD          	60107	2997	COOK                	6308376800	www.poplarcreek.lib.il.us                                                       	LD	OTH	66639	1	1	0	6.88	7.82	37.23	45.05	4436094	123490	5816	227455	4792855	209617	128839	35906	374362	3998878	281880	0	5805	4491	6344	120800	46197	4089	207874	104915	461	411	12020	11230	14	33946	-88.174801	42.00785	5294664	21	6
IL	IL0438	POTOMAC PUBLIC LIBRARY                                      	110 EAST STATE STREET              	VERMILION           	61865	171	VERMILION           	2179876457	-3	CI	OTH	681	1	0	0	0.33	0.33	0	0.33	5650	824	0	0	6474	164	111	26	301	11899	12365	0	50	60	1300	1242	0	525	1490	1031	2	2	188	188	2	720	-87.800292	40.30527	80680	42	15
IL	IL0439	PRAIRIE TRAILS PUBLIC LIBRARY DISTRICT                      	8449 SOUTH MOODY AVENUE            	BURBANK             	60459	2525	COOK                	7084303688	www.prairietrailslibrary.org                                                    	LD	OTH	28996	1	0	0	4.64	8.39	1.48	9.87	1416000	50156	0	49714	1515870	109259	35761	28714	173734	1252382	76779	0	3555	3171	3328	156503	32157	17576	163522	90754	234	209	6074	5597	20	119926	-87.773776	41.73874	5294664	21	3
IL	IL0440	PRINCETON PUBLIC LIBRARY                                    	698 EAST PERU STREET               	PRINCETON           	61356	1852	BUREAU              	8158751331	www.princetonpl.org                                                             	CI	CI1	7501	1	0	0	1	2	3.38	5.38	327543	17452	2472	56439	403906	33005	3673	7294	43972	371621	55572	485	1562	788	2964	75758	295	3971	76883	32907	109	100	2831	2056	16	10825	-89.456494	41.3715	34933	33	11
IL	IL0441	LILLIE M. EVANS LIBRARY DISTRICT                            	207 NORTH WALNUT AVENUE            	PRINCEVILLE         	61559	349	PEORIA              	3093854540	www.lmelibrary.org                                                              	LD	OTH	3834	1	0	0	0	1	4.53	5.53	219234	12197	0	9312	240743	14347	2891	4817	22055	245286	22622	0	1725	1977	2600	32526	455	1594	40101	17339	373	296	6502	5808	7	8457	-89.813587	40.89429	183655	42	18
IL	IL0442	HENRY C. ADAMS MEMORIAL LIBRARY                             	209 WEST THIRD STREET              	PROPHETSTOWN        	61277	1124	WHITESIDE           	8155375462	www.prophetstown.lib.il.us                                                      	CI	CI1	2023	1	0	0	0.4	0.68	0.23	0.91	27010	0	0	41943	68953	3737	283	224	4244	31923	12488	5509	339	325	1480	8927	480	996	15808	5258	96	78	2022	1812	5	4476	-89.937196	41.6713	59153	42	14
IL	IL0443	PROSPECT HEIGHTS PUBLIC LIBRARY DISTRICT                    	12 NORTH ELM STREET                	PROSPECT HEIGHTS    	60070	1450	COOK                	8472593500	www.phpl.info                                                                   	LD	OTH	15127	1	0	0	7.11	7.11	16.58	23.69	2885139	39971	0	116811	3041921	122198	43262	55065	220525	2587278	86975	317	7062	3514	3276	109113	33124	7568	165978	53118	443	254	12958	8935	19	20861	-87.941628	42.09556	5294664	21	10
